date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:26	106594/106594	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:24%20GMT	https://chat.whatsapp.com/nw/?lang=de&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index5824.html	(from https://chat.whatsapp.com/nw/?lang=de)
21:53:27	106433/106433	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:28%20GMT	https://chat.whatsapp.com/nw/?lang=en&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index0aaa.html	(from https://chat.whatsapp.com/nw/?lang=en)
21:53:28	106520/106520	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:27%20GMT	https://chat.whatsapp.com/nw/?lang=et&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index1f39.html	(from https://chat.whatsapp.com/nw/?lang=et)
21:53:28	106620/106620	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:29%20GMT	https://chat.whatsapp.com/nw/?lang=es&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index61bc.html	(from https://chat.whatsapp.com/nw/?lang=es)
21:53:28	106751/106751	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:30%20GMT	https://chat.whatsapp.com/nw/?lang=fr&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index5c38.html	(from https://chat.whatsapp.com/nw/?lang=fr)
21:53:29	106558/106558	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:53:30%20GMT	https://chat.whatsapp.com/nw/u_0_1_F	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/u_0_1_F	(from https://chat.whatsapp.com/nw/?lang=fr)
21:53:31	106986/106986	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:33%20GMT	https://chat.whatsapp.com/nw/?lang=ga&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index22fc.html	(from https://chat.whatsapp.com/nw/?lang=ga)
21:53:31	106753/106753	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:53:33%20GMT	https://chat.whatsapp.com/nw/u_0_7_7	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/u_0_7_7	(from https://chat.whatsapp.com/nw/?lang=ga)
21:53:33	106732/106732	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:35%20GMT	https://chat.whatsapp.com/nw/?lang=hr&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index7e26.html	(from https://chat.whatsapp.com/nw/?lang=hr)
21:53:33	108849/108849	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:53:35%20GMT	https://chat.whatsapp.com/nw/__elem_a588f507_0_0_E	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/__elem_a588f507_0_0_E	(from https://chat.whatsapp.com/nw/?lang=hr)
21:53:38	106549/106549	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:37%20GMT	https://chat.whatsapp.com/nw/?lang=sw&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index0a2e.html	(from https://chat.whatsapp.com/nw/?lang=sw)
21:53:39	106554/106554	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:36%20GMT	https://chat.whatsapp.com/nw/?lang=it&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexdfa5.html	(from https://chat.whatsapp.com/nw/?lang=it)
21:53:40	106813/106813	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:38%20GMT	https://chat.whatsapp.com/nw/?lang=lv&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index5c55.html	(from https://chat.whatsapp.com/nw/?lang=lv)
21:53:40	107076/107076	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:39%20GMT	https://chat.whatsapp.com/nw/?lang=lt&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index1af8.html	(from https://chat.whatsapp.com/nw/?lang=lt)
21:53:41	106521/106521	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:43%20GMT	https://chat.whatsapp.com/nw/?lang=nl&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexa06e.html	(from https://chat.whatsapp.com/nw/?lang=nl)
21:53:41	106684/106684	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:42%20GMT	https://chat.whatsapp.com/nw/?lang=hu&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexd8ae.html	(from https://chat.whatsapp.com/nw/?lang=hu)
21:53:43	106993/106993	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:53:44%20GMT	https://chat.whatsapp.com/nw/u_0_5_S	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/u_0_5_S	(from https://chat.whatsapp.com/nw/?lang=nl)
21:53:44	106712/106712	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:46%20GMT	https://chat.whatsapp.com/nw/?lang=nb&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index04c1.html	(from https://chat.whatsapp.com/nw/?lang=nb)
21:53:45	106327/106327	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:53:46%20GMT	https://chat.whatsapp.com/nw/u_0_1_O	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/u_0_1_O	(from https://chat.whatsapp.com/nw/?lang=nb)
21:53:46	108073/108073	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:53:47%20GMT	https://chat.whatsapp.com/nw/__elem_bb0debb2_0_1_4	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/__elem_bb0debb2_0_1_4	(from https://chat.whatsapp.com/nw/?lang=nb)
21:53:47	106614/106614	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:49%20GMT	https://chat.whatsapp.com/nw/?lang=uz&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index21d7.html	(from https://chat.whatsapp.com/nw/?lang=uz)
21:53:48	106654/106654	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:50%20GMT	https://chat.whatsapp.com/nw/?lang=tl&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexf256.html	(from https://chat.whatsapp.com/nw/?lang=tl)
21:53:55	106755/106755	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:53:51%20GMT	https://chat.whatsapp.com/nw/u_0_6_u	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/u_0_6_u	(from https://chat.whatsapp.com/nw/?lang=tl)
21:53:55	108257/108257	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:53:57%20GMT	https://chat.whatsapp.com/nw/__elem_bb0debb2_0_1_Q	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/__elem_bb0debb2_0_1_Q	(from https://chat.whatsapp.com/nw/?lang=tl)
21:54:00	106590/106590	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:59%20GMT	https://chat.whatsapp.com/nw/?lang=pt_br&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexde00.html	(from https://chat.whatsapp.com/nw/?lang=pt_br)
21:54:01	106751/106751	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:53:59%20GMT	https://chat.whatsapp.com/nw/?lang=pl&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index34fb.html	(from https://chat.whatsapp.com/nw/?lang=pl)
21:54:03	106689/106689	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:00%20GMT	https://chat.whatsapp.com/nw/?lang=pt_pt&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index42e0.html	(from https://chat.whatsapp.com/nw/?lang=pt_pt)
21:54:04	106901/106901	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:01%20GMT	https://chat.whatsapp.com/nw/?lang=ro&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexfff2.html	(from https://chat.whatsapp.com/nw/?lang=ro)
21:54:06	106646/106646	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:04%20GMT	https://chat.whatsapp.com/nw/?lang=sq&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index9a6a.html	(from https://chat.whatsapp.com/nw/?lang=sq)
21:54:07	106717/106717	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:05%20GMT	https://chat.whatsapp.com/nw/?lang=sk&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index1a1d.html	(from https://chat.whatsapp.com/nw/?lang=sk)
21:54:08	106529/106529	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:07%20GMT	https://chat.whatsapp.com/nw/?lang=fi&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexa84a.html	(from https://chat.whatsapp.com/nw/?lang=fi)
21:54:08	106734/106734	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:06%20GMT	https://chat.whatsapp.com/nw/?lang=sl&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index51b5.html	(from https://chat.whatsapp.com/nw/?lang=sl)
21:54:12	106520/106520	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:10%20GMT	https://chat.whatsapp.com/nw/?lang=sv&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index6bb5.html	(from https://chat.whatsapp.com/nw/?lang=sv)
21:54:14	106715/106715	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:12%20GMT	https://chat.whatsapp.com/nw/?lang=tr&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index4b3f.html	(from https://chat.whatsapp.com/nw/?lang=tr)
21:54:14	108058/108058	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:12%20GMT	https://chat.whatsapp.com/nw/?lang=el&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexad3f.html	(from https://chat.whatsapp.com/nw/?lang=el)
21:54:15	106743/106743	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:12%20GMT	https://chat.whatsapp.com/nw/?lang=vi&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexb9f1.html	(from https://chat.whatsapp.com/nw/?lang=vi)
21:54:18	108072/108072	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:15%20GMT	https://chat.whatsapp.com/nw/?lang=bg&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexdf74.html	(from https://chat.whatsapp.com/nw/?lang=bg)
21:54:19	107737/107737	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:17%20GMT	https://chat.whatsapp.com/nw/?lang=kk&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index56c3.html	(from https://chat.whatsapp.com/nw/?lang=kk)
21:54:20	107841/107841	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:18%20GMT	https://chat.whatsapp.com/nw/?lang=mk&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexf82e.html	(from https://chat.whatsapp.com/nw/?lang=mk)
21:54:20	108394/108394	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:18%20GMT	https://chat.whatsapp.com/nw/?lang=ru&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index773a.html	(from https://chat.whatsapp.com/nw/?lang=ru)
21:54:21	108099/108099	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:21%20GMT	https://chat.whatsapp.com/nw/?lang=sr&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexf8d0.html	(from https://chat.whatsapp.com/nw/?lang=sr)
21:54:21	108246/108246	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:23%20GMT	https://chat.whatsapp.com/nw/?lang=uk&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexb9ff.html	(from https://chat.whatsapp.com/nw/?lang=uk)
21:54:21	109276/109276	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:54:23%20GMT	https://chat.whatsapp.com/nw/u_0_0_9	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/u_0_0_9	(from https://chat.whatsapp.com/nw/?lang=uk)
21:54:23	109379/109379	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:54:25%20GMT	https://chat.whatsapp.com/nw/u_0_1_W	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/u_0_1_W	(from https://chat.whatsapp.com/nw/?lang=uk)
21:54:30	107588/107588	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:27%20GMT	https://chat.whatsapp.com/nw/?lang=he&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index3714.html	(from https://chat.whatsapp.com/nw/?lang=he)
21:54:30	107850/107850	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:28%20GMT	https://chat.whatsapp.com/nw/?lang=fa&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index1304.html	(from https://chat.whatsapp.com/nw/?lang=fa)
21:54:31	108432/108432	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:28%20GMT	https://chat.whatsapp.com/nw/?lang=ar&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index70c8.html	(from https://chat.whatsapp.com/nw/?lang=ar)
21:54:31	107742/107742	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:29%20GMT	https://chat.whatsapp.com/nw/?lang=ur&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index520f.html	(from https://chat.whatsapp.com/nw/?lang=ur)
21:54:32	108245/108245	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:33%20GMT	https://chat.whatsapp.com/nw/?lang=bn&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexa56b.html	(from https://chat.whatsapp.com/nw/?lang=bn)
21:54:33	111056/111056	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2002:54:34%20GMT	https://chat.whatsapp.com/nw/__elem_bb0debb2_0_1_o	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/__elem_bb0debb2_0_1_o	(from https://chat.whatsapp.com/nw/?lang=bn)
21:54:38	108008/108008	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:36%20GMT	https://chat.whatsapp.com/nw/?lang=hi&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index47f0.html	(from https://chat.whatsapp.com/nw/?lang=hi)
21:54:39	107956/107956	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:36%20GMT	https://chat.whatsapp.com/nw/?lang=gu&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index86cf.html	(from https://chat.whatsapp.com/nw/?lang=gu)
21:54:39	108071/108071	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:38%20GMT	https://chat.whatsapp.com/nw/?lang=kn&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index3f8d.html	(from https://chat.whatsapp.com/nw/?lang=kn)
21:54:41	107953/107953	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:38%20GMT	https://chat.whatsapp.com/nw/?lang=mr&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index0839.html	(from https://chat.whatsapp.com/nw/?lang=mr)
21:54:43	107985/107985	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:41%20GMT	https://chat.whatsapp.com/nw/?lang=pa&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index404e.html	(from https://chat.whatsapp.com/nw/?lang=pa)
21:54:45	108322/108322	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:43%20GMT	https://chat.whatsapp.com/nw/?lang=ta&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index465f.html	(from https://chat.whatsapp.com/nw/?lang=ta)
21:54:46	108148/108148	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:44%20GMT	https://chat.whatsapp.com/nw/?lang=ml&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index9465.html	(from https://chat.whatsapp.com/nw/?lang=ml)
21:54:46	108151/108151	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:44%20GMT	https://chat.whatsapp.com/nw/?lang=te&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index6de4.html	(from https://chat.whatsapp.com/nw/?lang=te)
21:54:49	108150/108150	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:46%20GMT	https://chat.whatsapp.com/nw/?lang=th&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexac67.html	(from https://chat.whatsapp.com/nw/?lang=th)
21:54:51	106598/106598	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:49%20GMT	https://chat.whatsapp.com/nw/?lang=zh_cn&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexdb89.html	(from https://chat.whatsapp.com/nw/?lang=zh_cn)
21:54:52	106616/106616	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:50%20GMT	https://chat.whatsapp.com/nw/?lang=zh_tw&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexcb35.html	(from https://chat.whatsapp.com/nw/?lang=zh_tw)
21:54:53	107349/107349	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:52%20GMT	https://chat.whatsapp.com/nw/?lang=ja&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/indexc2dd.html	(from https://chat.whatsapp.com/nw/?lang=ja)
21:54:54	106626/106626	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:51%20GMT	https://chat.whatsapp.com/nw/?lang=zh_hk&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index121e.html	(from https://chat.whatsapp.com/nw/?lang=zh_hk)
21:54:54	106877/106877	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:54%20GMT	https://chat.whatsapp.com/nw/?lang=ko&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/nw/index01cc.html	(from https://chat.whatsapp.com/nw/?lang=ko)
21:54:54	106707/106707	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:56%20GMT	https://chat.whatsapp.com/GET?lang=az&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GETecae.html	(from https://chat.whatsapp.com/GET?lang=az)
21:54:55	109508/109508	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:57%20GMT	https://chat.whatsapp.com/u_0_5_h	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_5_h.html	(from https://chat.whatsapp.com/GET?lang=az)
21:54:56	106532/106532	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:58%20GMT	https://chat.whatsapp.com/GET?lang=af&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GETe7ca.html	(from https://chat.whatsapp.com/GET?lang=af)
21:54:57	106380/106380	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:59%20GMT	https://chat.whatsapp.com/GET?lang=id&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GETeb8e.html	(from https://chat.whatsapp.com/GET?lang=id)
21:54:58	106440/106440	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:54:59%20GMT	https://chat.whatsapp.com/GET?lang=ms&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GET8afa.html	(from https://chat.whatsapp.com/GET?lang=ms)
21:54:59	106604/106604	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:00%20GMT	https://chat.whatsapp.com/GET?lang=ca&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GETcbbd.html	(from https://chat.whatsapp.com/GET?lang=ca)
21:54:59	109268/109268	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:01%20GMT	https://chat.whatsapp.com/u_0_3_	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_3_.html	(from https://chat.whatsapp.com/GET?lang=ca)
21:55:00	106822/106822	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:02%20GMT	https://chat.whatsapp.com/GET?lang=cs&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GET255e.html	(from https://chat.whatsapp.com/GET?lang=cs)
21:55:01	111397/111397	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:02%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_1_G	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_1_G-2.html	(from https://chat.whatsapp.com/GET?lang=cs)
21:55:02	106590/106590	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:03%20GMT	https://chat.whatsapp.com/GET?lang=da&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GETc348.html	(from https://chat.whatsapp.com/GET?lang=da)
21:55:02	109388/109388	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:04%20GMT	https://chat.whatsapp.com/u_0_0_y	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_y.html	(from https://chat.whatsapp.com/GET?lang=da)
21:55:03	106588/106588	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:04%20GMT	https://chat.whatsapp.com/GET?lang=de&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GET5824.html	(from https://chat.whatsapp.com/GET?lang=de)
21:55:04	106518/106518	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:05%20GMT	https://chat.whatsapp.com/GET?lang=et&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GET1f39.html	(from https://chat.whatsapp.com/GET?lang=et)
21:55:05	106431/106431	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:06%20GMT	https://chat.whatsapp.com/GET?lang=en&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GET0aaa.html	(from https://chat.whatsapp.com/GET?lang=en)
21:55:05	106619/106619	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:07%20GMT	https://chat.whatsapp.com/GET?lang=es&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GET61bc.html	(from https://chat.whatsapp.com/GET?lang=es)
21:55:06	109410/109410	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:08%20GMT	https://chat.whatsapp.com/u_0_5_R	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_5_R.html	(from https://chat.whatsapp.com/GET?lang=es)
21:55:07	106751/106751	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:08%20GMT	https://chat.whatsapp.com/GET?lang=fr&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GET5c38.html	(from https://chat.whatsapp.com/GET?lang=fr)
21:55:07	109548/109548	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:09%20GMT	https://chat.whatsapp.com/u_0_2_p	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_2_p.html	(from https://chat.whatsapp.com/GET?lang=fr)
21:55:08	107144/107144	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2002:55:10%20GMT	https://chat.whatsapp.com/GET?lang=ga&_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/GET22fc.html	(from https://chat.whatsapp.com/GET?lang=ga)
